beta0,a1,b1,a2,b2,delta_post,alpha,nu,k_proc,sigma_A,eta,I0,sigma_obs
3.7389087686624887,-0.7711969329121012,0.07858839339345913,0.13274506694905078,0.008213515680393055,-0.20237404868932135,0.8102106368808236,9012.102372654601,14.014002983524119,0.2888254656644626,0.9459038740092348,19.004764913174093,0.22268427305579974
4.4431324973290325,-0.7273027400660779,0.06664867385248935,0.15594059833213184,0.07746348849733503,-0.2792096010241084,0.8045981246158596,8871.980547240442,15.153480230514361,0.31081561950283776,0.9407666610181866,22.139806782169607,0.19674937466800643
4.166729861383271,-0.7497051923542452,-0.0032034677278408212,0.15122295438684627,0.1797572878244118,-0.16597009811617672,0.8102570267151087,7928.434812784437,13.433553794012767,0.30982644151601413,0.9395569179592942,18.754256476158446,0.19593156798465355
4.156508595649036,-0.7812694845970233,0.03522150819767326,0.1978080648686275,0.16850605113315978,-0.18003679766086136,0.8295271795824839,8105.265685025544,13.660852194908916,0.3163919611815316,0.9339114759186727,22.123888376215742,0.20486882875762416
4.285616316287851,-0.7039853294752197,0.11617070037799007,0.1717140567299495,0.16104990845497405,-0.367037851012421,0.8237118070726153,8334.891709846459,14.073452364473567,0.3278261969581534,0.9387605640594272,23.100748084256782,0.18405990331616084
3.4749473594024325,-0.7479657289922306,0.04217391325221767,0.1583282540363358,0.14536336087458576,-0.2290386576995761,0.8349687263790346,8524.2572004107,12.96782953129966,0.3500800275532424,0.9350274379398602,27.571307483591692,0.18121810726812726
3.1054799842496372,-0.7452871910960172,0.061198259029780176,0.0898008683329768,0.08510577551163868,-0.26554361625380607,0.8490454739959157,9413.121961777015,16.500468385160385,0.33339477259335454,0.9398060635260372,24.27951042102892,0.18572186406743546
2.9433500874900735,-0.7801552057054377,0.04425540874896026,0.18066163979049904,0.10632277402676908,-0.2621700859674882,0.847215078635293,9839.978440826319,16.229275344345385,0.3985505594004981,0.9352364360670583,23.793601113506202,0.19335361224334785
3.0939049616691587,-0.8298965817785747,0.006867053689101051,0.19562844819471012,0.09320568403564558,-0.09343856954856403,0.845982165619221,8871.83721523001,15.917112813687577,0.4359039354859168,0.9447560392618329,31.869050275063728,0.1985193493432628
2.6304080755028396,-0.7385081732834525,0.013321873298535644,0.11571185974922485,0.08146155587444862,-0.10328976204804552,0.8592240117930845,8699.32947315807,16.708272587790773,0.4232108488854628,0.9462542445796513,33.775755043340915,0.2042231700834978
2.911611822137669,-0.7402695061028592,0.1204863035587741,0.13417219779067302,0.13292988327739452,-0.03733236719369461,0.8729563497422566,9245.612854648023,14.385284918756977,0.4092888341998006,0.9398480886214581,28.771996421543378,0.19725532032118612
2.693225350352833,-0.7483145897654169,0.10190011433982275,0.10224553650243,0.0989273077142225,-0.027849686032153036,0.8645927679209731,9425.329983289428,16.158976023239575,0.44367427630702855,0.9357463162918592,35.578853725654454,0.19450446479869946
2.5740040044032284,-0.7403871859334745,0.06694196277156242,0.03917246430667585,0.126471196029344,-0.14039293885004672,0.8612897597633014,9484.973459398741,18.2429301787058,0.4433597307196014,0.9340938130690161,34.524235620155416,0.21323844469850758
2.5646478524389353,-0.6977063817660983,0.073620217392934,0.08368550386706276,0.13657330625628838,-0.3158409695921349,0.8656958778329864,9353.5469231741,15.578869677413783,0.48375410016899645,0.9377630085584183,33.05124646898029,0.2188716188673837
2.881171337081629,-0.7044955973636551,0.07449082704799562,0.09384985035941468,0.11997279060678916,-0.1604761991331033,0.867329021993902,9790.409419712358,15.324217063051949,0.5141805566134204,0.9363573948247744,34.242207237637764,0.21994188425526173
2.714910053885645,-0.7332813297417045,0.08416980300254419,0.09502782612326956,0.0766773246632465,-0.12903673129426924,0.8679479963125611,10132.909294644318,15.10055235053718,0.4751309805329878,0.9328262393113671,34.321947199209816,0.21338624278903578
2.6703175778314057,-0.719894543025736,0.138896307142417,0.14390810327262685,0.09566881361632183,-0.12012712585273005,0.8675654364931822,10418.99476107909,15.555043575153048,0.4664420731648507,0.9327793087353298,32.3828392368811,0.20686511576572883
