time,Y,S
143.0,3.4853715845185222,-0.6594128395794034
144.0,3.4893812634046433,-0.32186485261890885
145.0,3.86413477654838,-0.2954080024317186
146.0,3.9589350112943698,-0.08288412859628563
147.0,3.8071792202221606,-0.3936398316947147
148.0,3.74265677209395,-0.03223668047384384
149.0,3.8737319519212576,0.41087535141440273
150.0,3.0945424037927456,0.16055109415798516
151.0,3.3148281962015376,0.28168978480970247
152.0,3.4140000900826646,0.3006231985285162
153.0,3.2853869353293246,0.3571191549274877
154.0,3.064560097381147,0.10756699458445966
155.0,2.9319154525280893,0.14055815770730856
156.0,2.9169517660375615,0.6824483814442721
157.0,3.2384886657816323,0.9061076892328075
158.0,2.5297450551869978,0.4310098616887163
159.0,2.9059733931446012,0.7236840067825789
160.0,3.2111920444626603,0.17444786567336792
161.0,3.018664649785841,-0.11333757347130484
162.0,2.5193705389015992,-0.45191281009996564
163.0,3.273786636244311,-0.15009335526115974
164.0,3.0622992463887067,0.0368382345442018
165.0,2.98433193524973,0.5423806037524291
166.0,3.561437086129092,0.6261490600426125
167.0,3.3606591681425724,0.8131300344891041
168.0,2.840719795273783,0.19748052375852074
169.0,3.302326846649416,0.4411479142160816
170.0,3.1915257774030157,0.2043738325472696
171.0,2.6590976423501314,0.02108534546279272
172.0,2.6140376968578134,-0.5350573771293058
173.0,2.003687907663959,-0.03592232131470565
174.0,2.518243438801153,-0.21441329783936214
175.0,2.7546811452822357,-0.7078543403961857
176.0,2.8904810721194543,-0.29100793393302854
177.0,2.7795134769915073,-0.10159139977595874
178.0,3.207002904809683,-0.44982356073324864
179.0,2.947310239656419,-0.28208812910903036
180.0,3.092430628052413,-0.1550358764657545
181.0,2.9795159930767365,-0.27969633976054215
182.0,2.6413847654348968,-0.5579791095340356
183.0,3.1068205168672645,-0.373586296758989
184.0,3.3308983307898337,0.020174374628261847
185.0,3.431803104487647,0.0053668383177687354
186.0,3.422700309593427,0.020176211851643165
187.0,3.336904151587691,0.044615936421838434
188.0,3.3247253308753026,0.39115861138864566
189.0,3.500187663162211,0.5228082464513172
190.0,3.5559691744922843,-0.17279435028476872
191.0,3.438386065465599,-0.005621745260382202
192.0,3.682694213402618,0.05664329185693334
193.0,2.818655214952773,-0.01947386804083382
194.0,3.3197115528481334,0.07087323647284031
195.0,3.109482415850061,-0.014682837546483227
196.0,3.121893494856401,0.3787236890748924
197.0,2.815780636282393,0.46887470165825523
198.0,2.6686452524545334,0.11795884896289563
199.0,2.79005956225121,0.000821236596981273
200.0,2.6606827046943025,-0.31614161956825626
